disease_id	canonical_name	aliases	source	xref_doid	external_ids	fetch_date
MONDO:0007070	adiposis dolorosa	Adiposalgia|Dercum disease|Dercum's Disease|Dercum's disease|Neurolipomatosis|adipose tissue rheumatism|adiposis dolorosa|lipomatosis dolorosa	MONDO	DOID:3928		2026-06-29
MONDO:0007071	adrenocortical hypofunction, chronic primary congenital	adrenocortical hypofunction, chronic primary congenital	MONDO			2026-06-29
MONDO:0007072	ADULT syndrome	ADULT syndrome|acro-dermato-ungual-lacrimal-tooth syndrome|acrodermatounguallacrimaltooth syndrome|pigment anomaly-ectrodactyly-hypodontia syndrome	MONDO	DOID:0050601		2026-06-29
MONDO:0007073	Hypoglossia-hypodactyly syndrome	Hanhart Syndrome|Hanhart syndrome|Jussieu syndrome|aglossia-adactylia syndrome	MONDO			2026-06-29
MONDO:0007074	ainhum	Dactylolysis|Dactylolysis spontanea|ainhum|ainhum (disease)	MONDO	DOID:11329		2026-06-29
MONDO:0007075	alacrima, congenital, autosomal dominant		MONDO			2026-06-29
MONDO:0007077	Tietz syndrome	Tietz albinism-deafness syndrome|Tietz syndrome|albinism-deafness of Tietz|hypopigmentation-deafness syndrome|hypopigmentation/deafness of Tietz	MONDO	DOID:0090002		2026-06-29
MONDO:0007078	pseudohypoparathyroidism type 1A	AHO-PHP syndrome Ia|Albright hereditary osteodystrophy|Albright hereditary osteodystrophy with multiple hormone resistance|Albright hereditary osteodystrophy-PHP syndrome Ia|PHP1A|Pseudohypoparathyroidism Ia|Pseudohypoparathyroidism type 1A	MONDO	DOID:0080053		2026-06-29
MONDO:0007079	alcohol dependence	alcohol dependence|alcoholism	MONDO	DOID:0050741		2026-06-29
MONDO:0007080	glucocorticoid-remediable aldosteronism	FH-I|FH1|GRA|aldosteronism, glucocorticoid-remediable|dexamethasone-sensitive hypertension|familial hyperaldosteronism type 1|glucocorticoid-remediable aldosteronism|glucocorticoid-sensitive hypertension	MONDO	DOID:14080		2026-06-29
MONDO:0007082	alopecia areata 1	alopecia areata 1	MONDO			2026-06-29
MONDO:0007083	autosomal dominant palmoplantar keratoderma and congenital alopecia	PPK-CA, Stevanovic type|autosomal dominant palmoplantar hyperkeratosis and congenital alopecia|palmoplantar keratoderma and congenital alopecia type 1|palmoplantar keratoderma and congenital alopecia, Stevanovic type|palmoplantar keratoderma with congenital alopecia	MONDO	DOID:0111244		2026-06-29
MONDO:0007084	familial focal alopecia	alopecia, familial focal	MONDO			2026-06-29
MONDO:0007085	alopecia-epilepsy-pyorrhea-intellectual disability syndrome	Shokeir syndrome	MONDO			2026-06-29
MONDO:0007086	autosomal dominant Alport syndrome	Alport syndrome 3, autosomal dominant|Alport syndrome, autosomal dominant	MONDO	DOID:0110032		2026-06-29
MONDO:0007087	alternating hemiplegia of childhood 1	ATP1A2 alternating hemiplegia of childhood|alternating hemiplegia of childhood 1|alternating hemiplegia of childhood caused by mutation in ATP1A2|alternating hemiplegia of childhood type 1	MONDO			2026-06-29
MONDO:0007088	Alzheimer disease type 1	AD1|Alzheimer disease 1, familial|Alzheimer disease, familial, 1	MONDO	DOID:0080348		2026-06-29
MONDO:0007089	Alzheimer disease 2	AD2|Alzheimer disease 2|Alzheimer disease associated with APOE E4|Alzheimer disease associated with APOE4|Alzheimer disease type 2|Alzheimer's disease 2|Alzheimer's disease type 2|late onset Alzheimer disease|late onset familial Alzheimer disease|late-onset familial alzheimer disease	MONDO	DOID:0110035		2026-06-29
MONDO:0007090	amastia, bilateral, with ureteral triplication and dysmorphism	amastia, bilateral, with ureteral triplication and dysmorphism	MONDO			2026-06-29
MONDO:0007091	amelia and terminal transverse hemimelia	amelia and terminal transverse hemimelia	MONDO			2026-06-29
MONDO:0007092	amelogenesis imperfecta type 1B	AI1B|ENAM amelogenesis imperfecta|amelogenesis imperfecta caused by mutation in ENAM|amelogenesis imperfecta caused by mutation in enam|enam amelogenesis imperfecta|hereditary localised enamel hypoplasia	MONDO	DOID:0110052		2026-06-29
MONDO:0007093	hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism	AI4|AIHHT|DLX3 amelogenesis imperfecta|amelogenesis imperfecta caused by mutation in DLX3|amelogenesis imperfecta type 4	MONDO	DOID:0110053		2026-06-29
MONDO:0007094	amelogenesis imperfecta type 1A	AI1A|LAMB3 amelogenesis imperfecta|amelogenesis imperfecta caused by mutation in LAMB3	MONDO	DOID:0110054		2026-06-29
MONDO:0007095	ameloonychohypohidrotic syndrome	ameloonychohypohidrotic syndrome	MONDO			2026-06-29
MONDO:0007096	amenorrhea-galactorrhea syndrome	amenorrhea-galactorrhea syndrome	MONDO			2026-06-29
MONDO:0007097	Finnish type amyloidosis	amyloidosis, MERETOJA type|familial amyloid polyneuropathy type IV|familial amyloidosis, Finnish type|gelsolin amyloidosis|hereditary amyloidosis, Finnish type|meretoja syndrome	MONDO	DOID:0050637		2026-06-29
MONDO:0007098	ACys amyloidosis	CST3-related amyloidosis|HCHWA, Icelandic type|amyloidosis, Cerebroarterial, Icelandic type|cerebral hemorrhage, hereditary, with amyloidosis|cystatin amyloidosis|hereditary cerebral haemorrhage with amyloidosis|hereditary cerebral haemorrhage with amyloidosis, Icelandic type|hereditary cerebral hemorrhage with amyloidosis|hereditary cerebral hemorrhage with amyloidosis, Icelandic type|hereditary cystatin C amyloid angiopathy	MONDO	DOID:0070027		2026-06-29
MONDO:0007099	familial visceral amyloidosis	German type amyloidosis|Ostertag type amyloidosis|amyloidosis, 3 or more types|amyloidosis, Ostertag type|amyloidosis, familial renal|amyloidosis, renal|familial amyloid nephropathy|familial renal amyloidosis|hereditary amyloid nephropathy|hereditary renal amyloidosis	MONDO	DOID:0050636		2026-06-29
MONDO:0007100	familial amyloid neuropathy	ATTRv amyloidosis|amyloid neuropathies, familial|familial TTR-related amyloidosis|familial amyloid neuropathy|familial amyloid polyneuropathy|familial transthyretin-related amyloidosis|hATTR|hereditary TTR amyloid polyneuropathy|hereditary TTR amyloidosis|hereditary transthyretin amyloid polyneuropathy|paramyloidosis	MONDO	DOID:0050638		2026-06-29
MONDO:0007101	familial primary localized cutaneous amyloidosis	FPLCA|hereditary primary cutaneous amyloidosis	MONDO			2026-06-29
MONDO:0007102	amyotrophic dystonic paraplegia	amyotrophic dystonic paraplegia	MONDO			2026-06-29
MONDO:0007103	amyotrophic lateral sclerosis type 1	ALS1|amyotrophic lateral sclerosis 1|amyotrophic lateral sclerosis type 1	MONDO	DOID:0060193		2026-06-29
MONDO:0007104	amyotrophic lateral sclerosis-parkinsonism-dementia complex	Guam disease|Lytico-Bodig disease|Lytigo-Bodig disease|amyotrophic lateral sclerosis-Parkinsonism/dementia Complex type 1	MONDO	DOID:0111246		2026-06-29
MONDO:0007105	frontotemporal dementia and/or amyotrophic lateral sclerosis 1	ALSFTD|C9ORF72 frontotemporal dementia with motor neuron disease|C9orf72 frontotemporal dementia with motor neuron disease|FTDMND|amyotrophic lateral sclerosis and/or frontotemporal dementia|frontotemporal dementia and/or amyotrophic lateral sclerosis 1|frontotemporal dementia and/or amyotrophic lateral sclerosis type 1|frontotemporal dementia and/or motor neuron disease|frontotemporal dementia with motor neuron disease caused by mutation in C9ORF72|frontotemporal dementia with motor neuron disease caused by mutation in C9orf72	MONDO	DOID:0060213		2026-06-29
MONDO:0007106	anal sphincter dysplasia	anal sphincter dysplasia	MONDO			2026-06-29
MONDO:0007107	anal sphincter myopathy, internal	anal sphincter myopathy, internal	MONDO			2026-06-29
MONDO:0007108	anal canal carcinoma	anal canal and perianal gland cancer|anal canal and perianal gland carcinoma|anal canal carcinoma|carcinoma of anal canal|carcinoma of the anal canal	MONDO	DOID:6126		2026-06-29
MONDO:0007109	congenital dyserythropoietic anemia type 3	CDA III|CDA type 3|CDA type III|congenital dyserythropoietic anemia type 3|dyserythropoietic anemia, congenital, type III	MONDO	DOID:0111399		2026-06-29
MONDO:0007110	Diamond-Blackfan anemia 1	Diamond-Blackfan Anaemia type 1|Diamond-Blackfan Anemia type 1|Diamond-Blackfan anaemia caused by mutation in RPS19|Diamond-Blackfan anemia 1|Diamond-Blackfan anemia caused by mutation in RPS19|RPS19 Diamond-Blackfan anaemia|RPS19 Diamond-Blackfan anemia	MONDO	DOID:0111895		2026-06-29
MONDO:0007111	aneurysm, intracranial berry type 1	ANIB1	MONDO	DOID:0080964		2026-06-29
MONDO:0007112	interventricular septum aneurysm		MONDO			2026-06-29
MONDO:0007113	Angelman syndrome	Angelman syndrome|Angelman’s syndrome	MONDO	DOID:1932		2026-06-29
MONDO:0007114	Angel-shaped phalango-epiphyseal dysplasia	ASPED	MONDO			2026-06-29
MONDO:0007115	angioma serpiginosum, autosomal dominant	angioma serpiginosum, autosomal dominant	MONDO			2026-06-29
MONDO:0007116	hereditary neurocutaneous angioma	hereditary neurocutaneous angioma	MONDO			2026-06-29
MONDO:0007118	isolated anhidrosis with normal sweat glands	Dann-Epstein-Sohar syndrome|ITPR2 anhidrosis|anhidrosis caused by mutation in ITPR2	MONDO	DOID:0060603		2026-06-29
MONDO:0007119	isolated aniridia	nonsyndromic aniridia	MONDO			2026-06-29
MONDO:0007120	aniridia-absent patella syndrome		MONDO			2026-06-29
MONDO:0007121	aniridia, microcornea, and spontaneously Reabsorbed cataract	aniridia, microcornea, and spontaneously Reabsorbed cataract	MONDO			2026-06-29
MONDO:0007122	anisocoria	anisocoria|anisocoria (disease)	MONDO			2026-06-29
MONDO:0007123	ankyloblepharon filiforme adnatum-cleft palate syndrome	ankyloblepharon filiforme adnatum	MONDO			2026-06-29
MONDO:0007124	ankyloblepharon-ectodermal defects-cleft lip/palate syndrome	AEC Syndrome|AEC syndrome|Hay-Wells syndrome	MONDO	DOID:0090119		2026-06-29
MONDO:0007125	ankyloglossia	FUSED to floor of mouth|ankyloglossia	MONDO	DOID:0060604		2026-06-29
MONDO:0007126	spondyloarthropathy, susceptibility to, 1	HLA-B spondyloarthropathy, susceptibility to|spondyloarthropathy, susceptibility to caused by mutation in HLA-B|spondyloarthropathy, susceptibility to, 1|spondyloarthropathy, susceptibility to, type 1	MONDO	DOID:0080603		2026-06-29
MONDO:0007127	diffuse idiopathic skeletal hyperostosis	DISH|Forestier's disease|ankylosing vertebral hyperostosis|diffuse idiopathic skeletal hyperostosis|dish	MONDO	DOID:6652		2026-06-29
MONDO:0007128	annular erythema	annular erythema	MONDO			2026-06-29
MONDO:0007129	tooth agenesis, selective, 1	MSX1 tooth agenesis|MSX1-related tooth agenesis with or without orofacial cleft|tooth agenesis caused by mutation in MSX1|tooth agenesis, selective, 1|tooth agenesis, selective, 1, with or without orofacial cleft|tooth agenesis, selective, type 1	MONDO			2026-06-29
MONDO:0007130	congenital total pulmonary venous return anomaly	TAPVR|total anomalous pulmonary venous return	MONDO	DOID:4297		2026-06-29
MONDO:0007131	anonychia with flexural pigmentation	anonychia with flexural pigmentation	MONDO			2026-06-29
MONDO:0007132	anonychia-ectrodactyly	anonychia-ectrodactyly	MONDO			2026-06-29
MONDO:0007133	anonychia-onychodystrophy with brachydactyly type b and ectrodactyly	Kumar-Levick syndrome|anonychia-onychodystrophy with brachydactyly type b and ectrodactyly	MONDO			2026-06-29
MONDO:0007134	Cooks syndrome	Cooks syndrome|ODP|anonychia-onychodystrophy with hypoplasia or absence of distal phalanges syndrome	MONDO			2026-06-29
MONDO:0007135	nonsyndromic congenital nail disorder 6	nonsyndromic congenital nail disorder type 6	MONDO	DOID:0080084		2026-06-29
MONDO:0007136	hereditary anorectal anomalies	genetic anorectal anomalies	MONDO			2026-06-29
MONDO:0007137	isolated congenital anosmia		MONDO			2026-06-29
MONDO:0007138	anterior segment dysgenesis 1	anterior segment dysgenesis 1|anterior segment dysgenesis 1, multiple subtypes	MONDO	DOID:0080606		2026-06-29
MONDO:0007142	Townes-Brocks syndrome	TBS|Townes syndrome|Townes-Brocks syndrome|imperforate anus with hand, foot and ear anomalies|rear syndrome|renal-ear-anal-radial syndrome|sensorineural deafness with imperforate anus and hypoplastic thumbs	MONDO	DOID:0050887		2026-06-29
MONDO:0007143	aortic arch anomaly-facial dysmorphism-intellectual disability syndrome		MONDO			2026-06-29
MONDO:0007144	aortic arch interruption, facial palsy, and retinal coloboma	aortic arch interruption, facial palsy, and retinal coloboma	MONDO			2026-06-29
MONDO:0007145	aplasia cutis congenita	aplasia cutis congenita|aplasia cutis congenita (disease)|aplasia cutis congenita recessive	MONDO	DOID:0080661		2026-06-29
MONDO:0007147	obstructive sleep apnea syndrome	obstructive sleep apnea|obstructive sleep apnea syndrome	MONDO	DOID:0050848		2026-06-29
MONDO:0007148	appendicitis, proneness to	appendicitis, proneness to	MONDO			2026-06-29
MONDO:0007150	arcus senilis	arcus of cornea|arcus senilis|corneal arcus	MONDO	DOID:11342		2026-06-29
MONDO:0007151	arms, malformation of	arms, malformation of	MONDO			2026-06-29
MONDO:0007152	arrhythmogenic right ventricular dysplasia 1	ARVC1|ARVD1|TGFB3 arrhythmogenic right ventricular cardiomyopathy|arrhythmogenic right ventricular cardiomyopathy 1|arrhythmogenic right ventricular cardiomyopathy caused by mutation in TGFB3|arrhythmogenic right ventricular dysplasia type 1|arrhythmogenic right ventricular dysplasia, familial, type 1|familial arrhythmogenic right ventricular dysplasia 1	MONDO	DOID:0110070		2026-06-29
MONDO:0007153	arteries, anomalies of	arteries, anomalies of	MONDO			2026-06-29
MONDO:0007154	arteriovenous malformations of the brain	arteriovenous malformation of the brain, somatic|arteriovenous malformations of the brain|cerebral arteriovenous malformation|intracranial arteriovenous malformation|intracranial haemorrhage in brain cerebrovascular malformations, susceptibility to, somatic mutation|intracranial hemorrhage in brain cerebrovascular malformations, susceptibility to, somatic mutation	MONDO	DOID:0060688		2026-06-29
MONDO:0007155	arteritis, familial granulomatous, with juvenile polyarthritis	arteritis, familial granulomatous, with juvenile polyarthritis	MONDO			2026-06-29
MONDO:0007156	arthritis, sacroiliac	arthritis, sacroiliac	MONDO			2026-06-29
MONDO:0007157	arthrogryposis, distal, type 1A	AMC|DA1A|arthrogryposis, distal, type 1A	MONDO	DOID:0111597		2026-06-29
MONDO:0007158	arthrogryposis- oculomotor limitation-electroretinal anomalies syndrome	arthrogryposis- oculomotor limitation-electroretinal anomalies syndrome|distal arthrogryposis type 5|distal arthrogryposis type IIB|distal arthrogryposis with ophthalmoplegia|oculomelic amyoplasia	MONDO	DOID:0111608		2026-06-29
MONDO:0007159	arthrogryposis-like hand anomaly-sensorineural deafness syndrome	distal arthrogryposis type 6	MONDO	DOID:0111609		2026-06-29
MONDO:0007160	Stickler syndrome type 1	Stickler syndrome type 1	MONDO	DOID:0080676		2026-06-29
MONDO:0007161	spermatogenic failure 2	SPGF2|spermatogenic failure 2	MONDO	DOID:0070164		2026-06-29
MONDO:0007162	asymmetric short stature syndrome	asymmetric short stature syndrome	MONDO			2026-06-29
MONDO:0007163	episodic ataxia type 2	CACNA1A hereditary episodic ataxia|episodic ataxia type 2|hereditary episodic ataxia caused by mutation in CACNA1A	MONDO	DOID:0050990		2026-06-29
MONDO:0007164	spastic ataxia 1	SPAX1|VAMP1 autosomal dominant spastic ataxia|autosomal dominant spastic ataxia caused by mutation in VAMP1|spastic ataxia type 1	MONDO	DOID:0050772		2026-06-29
MONDO:0007165	spastic ataxia 7	SPAX7|autosomal dominant spastic ataxia type 7|spastic ataxia type 7	MONDO	DOID:0050945		2026-06-29
MONDO:0007166	ataxia with fasciculations	ataxia with fasciculations	MONDO			2026-06-29
MONDO:0007167	atelosteogenesis type I	AO1|AOI|atelosteogenesis type 1|giant cell chondrodysplasia|spondylo-humero-femoral dysplasia	MONDO			2026-06-29
MONDO:0007168	atelosteogenesis type III	AO3|AOIII|atelosteogenesis type 3	MONDO			2026-06-29
MONDO:0007169	atherosclerosis susceptibility	ATHS|atherosclerosis susceptibility|atherosclerosis, susceptibility to	MONDO			2026-06-29
MONDO:0007170	atresia of external auditory canal and conductive deafness	atresia of external auditory canal and conductive deafness	MONDO			2026-06-29
MONDO:0007171	atrial standstill 1	atrial standstill 1|atrial standstill type 1|atrial standstill, digenic (GJA5/SCN5A)	MONDO	DOID:0080662		2026-06-29
MONDO:0007172	atrial septal defect 1	ASD1|atrial heart septal defect type 1|atrial septal defect 1	MONDO	DOID:0110106		2026-06-29
MONDO:0007173	atrial septal defect 7	ASD with or without atrioventricular conduction defects|NKX2-5 atrial heart septal defect|atrial heart septal defect caused by mutation in NKX2-5|atrial heart septal defect type 7|atrial septal defect-atrioventricular conduction defects syndrome	MONDO	DOID:0110112		2026-06-29
MONDO:0007174	Lown-Ganong-Levine syndrome	LGL syndrome|Lown-Ganong-Levine syndrome|atrial tachyarrhythmia with short PR interval	MONDO	DOID:13087		2026-06-29
MONDO:0007175	PR interval, variation in	PR interval, variation in|PR interval, variation type in	MONDO			2026-06-29
MONDO:0007176	helicoid peripapillary chorioretinal degeneration	SCRA|Sveinsson chorioretinal atrophy|atrophia areata	MONDO	DOID:0111228		2026-06-29
MONDO:0007177	auriculoosteodysplasia	auriculoosteodysplasia	MONDO			2026-06-29
MONDO:0007178	aurocephalosyndactyly	aurocephalosyndactyly	MONDO			2026-06-29
MONDO:0007179	autoimmune disease	autoimmune disease|autoimmune disease or disorder|autoimmune disorder|disease, autoimmune	MONDO	DOID:417		2026-06-29
MONDO:0007180	Axenfeld-Rieger anomaly with partially absent eye muscles, distinctive face, hydrocephaly, and skeletal abnormalities	Axenfeld-Rieger anomaly with partially absent eye muscles, distinctive face, hydrocephaly, and skeletal abnormalities	MONDO			2026-06-29
MONDO:0007181	axial osteomalacia	axial osteomalacia	MONDO	DOID:0080039		2026-06-29
MONDO:0007182	Machado-Joseph disease	Azorean disease of the nervous system|MJD|Machado disease|Machado-Joseph disease|Nigro-spino-dentatal degeneration with nuclear ophthalmoplegia|SCA3|autosomal dominant striatonigral degeneration|spinocerebellar ataxia 3|spinocerebellar ataxia type 3	MONDO	DOID:1440		2026-06-29
MONDO:0007183	azotemia, familial	azotemia, familial	MONDO			2026-06-29
MONDO:0007184	alopecia, androgenetic, 1	AGA1|alopecia, androgenetic, 1	MONDO			2026-06-29
MONDO:0007185	Banki syndrome	Banki syndrome	MONDO			2026-06-29
MONDO:0007186	gastroesophageal reflux disease	GERD|acid reflux|gastroesophageal reflux|gastroesophageal reflux disease	MONDO	DOID:8534		2026-06-29
MONDO:0007187	nevoid basal cell carcinoma syndrome	Gorlin syndrome|Gorlin-Goltz syndrome|NBCCS|basal cell nevus syndrome|multiple basal cell carcinomas|nevoid basal cell cancer syndrome|nevoid basal cell carcinoma syndrome	MONDO	DOID:2512		2026-06-29
MONDO:0007188	primary basilar invagination	Bull-Nixon syndrome	MONDO			2026-06-29
MONDO:0007190	leukemia, chronic lymphocytic, susceptibility to, 2	leukemia, chronic lymphocytic, susceptibility to, 2|leukemia, chronic lymphocytic, susceptibility to, type 2	MONDO			2026-06-29
MONDO:0007191	Behcet disease	Bechet syndrome|Behcet disease|Behcet syndrome|Behcet's syndrome|Behçet disease|Behçet syndrome|Behçet's syndrome|Behçet-Adamantiades syndrome|Morbus Behçet's syndrome|silk road disease	MONDO	DOID:13241		2026-06-29
MONDO:0007192	beta-amino acids, renal transport of	AABT	MONDO			2026-06-29
MONDO:0007193	primary biliary cholangitis 1		MONDO	DOID:0070358		2026-06-29
MONDO:0007194	familial bicuspid aortic valve	familial BAV	MONDO	DOID:0080332		2026-06-29
MONDO:0007195	bifid nose, autosomal dominant	bifid nose, autosomal dominant	MONDO			2026-06-29
MONDO:0007197	bladder diverticulum	bladder diverticulum|bladder diverticulum (disease)|diverticulum of bladder	MONDO	DOID:11353		2026-06-29
MONDO:0007198	Ascher syndrome	Ascher syndrome|blepharochalasis and Double type lip|blepharochalasis-double lip syndrome	MONDO			2026-06-29
MONDO:0007199	blepharochalasis, superior	blepharochalasis, superior	MONDO			2026-06-29
MONDO:0007200	blepharonasofacial malformation syndrome	Pashayan syndrome|Pashayan-Prozansky syndrome|blepharonasofacial malformation syndrome	MONDO			2026-06-29
MONDO:0007201	blepharophimosis, ptosis, and epicanthus inversus syndrome	BPES|Blepharophimosis, Ptosis, Epicanthus Inversus Syndrome|blepharophimosis types 1 and 2|blepharophimosis, epicanthus inversus, and ptosis, type 1|blepharophimosis, epicanthus inversus, and ptosis, type 2|blepharophimosis, ptosis, and epicanthus inversus|blepharophimosis, ptosis, and epicanthus inversus syndrome|blepharophimosis, ptosis, epicanthus inversus syndrome|blepharophimosis-epicanthus inversus-ptosis syndrome	MONDO	DOID:14778		2026-06-29
MONDO:0007202	blepharoptosis-myopia-ectopia lentis syndrome		MONDO			2026-06-29
MONDO:0007203	blue rubber bleb nevus	BRBN|BRBNS|Blue Rubber Bleb Nevus syndrome|bean syndrome|blue rubber bleb nevus|blue rubber bleb nevus syndrome	MONDO			2026-06-29
MONDO:0007204	Cole-Carpenter syndrome 1	Cole-Carpenter syndrome 1|Cole-Carpenter syndrome caused by mutation in P4HB|Cole-Carpenter syndrome type 1|P4HB Cole-Carpenter syndrome	MONDO			2026-06-29
MONDO:0007205	diaphyseal medullary stenosis-bone malignancy syndrome	DMS-MFH|Hardcastle syndrome|Hardcastle's syndrome|bone dysplasia-medullary fibrosarcoma syndrome|diaphyseal medullary stenosis-bone malignancy syndrome|diaphyseal medullary stenosis-malignant fibrous histiocytoma syndrome	MONDO	DOID:0080664		2026-06-29
MONDO:0007206	bone pain, periodic	bone pain, periodic	MONDO			2026-06-29
MONDO:0007207	Böök syndrome	Böök syndrome|book syndrome	MONDO			2026-06-29
MONDO:0007208	Boomerang dysplasia	Boomerang dysplasia	MONDO	DOID:0050680		2026-06-29
MONDO:0007209	Weismann-Netter syndrome	WEISMANN-NETTER syndrome|WNS|Weismann Netter Stuhl Syndrome|Weismann Netter syndrome|Weismann-Netter syndrome|Weismann-Netter-Stuhl syndrome|anterior bowing of legs with dwarfism	MONDO			2026-06-29
MONDO:0007210	Brachmann-de Lange-like facial changes with microcephaly, metatarsus adductus, and developmental delay	Brachmann-de Lange-like facial changes with microcephaly, metatarsus adductus, and developmental delay	MONDO			2026-06-29
MONDO:0007211	brachydactyly-arterial hypertension syndrome	Bilginturan brachydactyly|Bilginturan syndrome|brachydactyly type E, with short stature and hypertension	MONDO	DOID:0111247		2026-06-29
MONDO:0007212	brachydactyly-long thumb syndrome	brachydactyly, long thumb type	MONDO			2026-06-29
MONDO:0007213	Ballard syndrome	Pitt-Williams brachydactyly|brachydactyly types B and E combined	MONDO	DOID:0110963		2026-06-29
MONDO:0007214	brachydactyly-preaxial hallux varus syndrome	Christian brachydactyly	MONDO	DOID:0110962		2026-06-29
MONDO:0007215	brachydactyly type A1	BDA1|brachydactyly, Farabee type	MONDO	DOID:0110964		2026-06-29
MONDO:0007216	brachydactyly type A2	BDA2|Mohr-Wriedt type brachydactyly|brachydactyly, Mohr-Wriedt type	MONDO	DOID:0110965		2026-06-29
MONDO:0007217	brachydactyly type A3	BDA3|brachydactyly-clinodactyly	MONDO	DOID:0110966		2026-06-29
MONDO:0007218	brachydactyly type A4	BDA4|Brachymesophalangy II and V|Temtamy type brachydactyly|brachydactyly, Temtamy type|brachymesophalangy II and V	MONDO	DOID:0110967		2026-06-29
MONDO:0007219	Osebold-Remondini syndrome	BDA6|Osebold-Remondini syndrome|brachydactyly type A6|brachydactyly, type A6|brachymesophalangy with mesomelic short limbs and carpal and tarsal osseous abnormalities	MONDO	DOID:0110968		2026-06-29
MONDO:0007220	brachydactyly type B1	BDB1|ROR2 brachydactyly type B|brachydactyly type B caused by mutation in ROR2	MONDO	DOID:0110969		2026-06-29
MONDO:0007221	brachydactyly type C	brachydactyly type C	MONDO	DOID:0110970		2026-06-29
MONDO:0007222	brachydactyly type D	BDD	MONDO	DOID:0110971		2026-06-29
MONDO:0007223	brachydactyly type E1	BDE1|HOXD13 brachydactyly type E|brachydactyly type E caused by mutation in HOXD13	MONDO	DOID:0110972		2026-06-29
MONDO:0007224	brachydactyly, type E, with atrial septal defect, type 2		MONDO			2026-06-29
MONDO:0007225	fibular aplasia-ectrodactyly syndrome		MONDO			2026-06-29
MONDO:0007226	brachydactyly-nystagmus-cerebellar ataxia syndrome	Biemond syndrome	MONDO			2026-06-29
MONDO:0007227	Sillence syndrome	brachydactyly-symphalangism syndrome	MONDO			2026-06-29
MONDO:0007228	brachymesomelia-renal syndrome	brachymesomelia-renal syndrome	MONDO			2026-06-29
MONDO:0007229	Brachymetatarsus 4	Brachymetatarsus type 4	MONDO			2026-06-29
MONDO:0007230	Brachymorphism-onychodysplasia-dysphalangism syndrome	Brachymorphism-onychodysplasia-dysphalangism syndrome|Senior syndrome|bod syndrome	MONDO			2026-06-29
MONDO:0007231	brachytelephalangy-dysmorphism-Kallmann syndrome		MONDO			2026-06-29
MONDO:0007232	autosomal dominant brachyolmia	brachyolmia type 3|brachyolmia, autosomal dominant	MONDO			2026-06-29
MONDO:0007233	second branchial cleft anomaly	branchial cleft|branchial cleft remnant|second branchial cleft cyst|second branchial cleft fistula	MONDO			2026-06-29
MONDO:0007234	branchial myoclonus with spastic paraparesis and cerebellar ataxia	branchial myoclonus with spastic paraparesis and cerebellar ataxia	MONDO			2026-06-29
MONDO:0007235	branchiooculofacial syndrome	BOFS|BOFS syndrome|Bof syndrome|Branchio Oculo Facial Syndrome|branchial clefts with characteristic facies growth retardation imperforate nasolacrimal duct and premature ageing|branchial clefts with characteristic facies growth retardation imperforate nasolacrimal duct and premature aging|branchial clefts with characteristic facies, growth retardation, imperforate nasolacrimal duct, and premature Ageing|branchial clefts with characteristic facies, growth retardation, imperforate nasolacrimal duct, and premature Aging|branchio-oculo-facial syndrome|branchiooculofacial syndrome|hemangiomatous branchial clefts-Lip Pseudocleft syndrome|lip Pseudocleft-Hemangiomatous branchial cyst syndrome	MONDO	DOID:0050691		2026-06-29
MONDO:0007236	branchiootorenal syndrome 1	branchiootorenal syndrome 1|branchiootorenal syndrome 1, with or without cataracts|branchiootorenal syndrome type 1	MONDO	DOID:0111423		2026-06-29
MONDO:0007237	familial juvenile hypertrophy of the breast	familial juvenile gigantomastia|juvenile gigantomastia|juvenile macromastia|virginal breast hypertrophy|virginal mammary hypertrophy	MONDO			2026-06-29
MONDO:0007238	amastia	amastia	MONDO			2026-06-29
MONDO:0007239	epidermolytic ichthyosis	BCIE|EHK|EI|bullous congenital ichthyosiform erythroderma|bullous congenital ichthyosiform erythroderma of Brock|bullous ichthyosis|epidermolytic hyperkeratosis|epidermolytic ichthyosis|ichthyosis hystrix Brocq type	MONDO	DOID:4603		2026-06-29
MONDO:0007240	progressive familial heart block, type 1A	Lenegre's disease|PFHB1A|SCN5A progressive familial heart block|heart block, progressive, type IA|progressive familial heart block caused by mutation in SCN5A|progressive familial heart block, type IA	MONDO	DOID:0111074		2026-06-29
MONDO:0007241	bundle branch block, familial isolated complete right	bundle branch block, familial isolated complete right	MONDO			2026-06-29
MONDO:0007242	butyrylesterase 1	Butyrylesterase type 1|butyrylesterase 1	MONDO			2026-06-29
MONDO:0007243	Burkitt lymphoma	Burkitt lymphoma|Burkitt lymphoma/leukemia|Burkitt's lymphoma|Burkitt's tumour|Burkitt's tumour or lymphoma|burkitt lymphoma, somatic|small non-cleaved cell lymphoma|small non-cleaved cell lymphoma, Burkitt's type	MONDO	DOID:8584		2026-06-29
MONDO:0007244	Caffey disease	Caffey disease|infantile cortical hyperostosis	MONDO	DOID:4257		2026-06-29
MONDO:0007245	cafe au lait spots, multiple	NF6|autosomal dominant café au lait spots|cafe-au-lait spots, multiple|familial cafe-au-lait spots|familial café-au-lait spots|multiple cafe-au-lait spots|multiple cafe-au-lait syndrome|multiple café-au-lait spots|multiple café-au-lait syndrome|neurofibromatosis type 6	MONDO			2026-06-29
