rna_id	rbp_symbol	biosample_cell_type	assay	peak_count	score	evalue	sample_id	experiment_id	source_dataset	source_file	evidence_level	source	source_version	fetch_date
ENST00000252813_9606	TARDBP	K562	eCLIP	1	3.509724	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000252826_9606	TARDBP	K562	eCLIP	1	5.059491	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000252891_9606	TARDBP	K562	eCLIP	9	6.840613	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	medium	ENCODE	ENCODE:rolling	2026-04-12
ENST00000252996_9606	TARDBP	K562	eCLIP	3	5.573444	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	medium	ENCODE	ENCODE:rolling	2026-04-12
ENST00000252999_9606	TARDBP	K562	eCLIP	3	5.897823	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	medium	ENCODE	ENCODE:rolling	2026-04-12
ENST00000253108_9606	TARDBP	K562	eCLIP	3	4.950171	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	medium	ENCODE	ENCODE:rolling	2026-04-12
ENST00000253122_9606	TARDBP	K562	eCLIP	4	6.412732	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	medium	ENCODE	ENCODE:rolling	2026-04-12
ENST00000253144_9606	TARDBP	K562	eCLIP	1	4.48349	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000253251_9606	TARDBP	K562	eCLIP	1	5.391448	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000253458_9606	TARDBP	K562	eCLIP	1	5.463169	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000253506_9606	TARDBP	K562	eCLIP	4	5.304616	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	medium	ENCODE	ENCODE:rolling	2026-04-12
ENST00000253692_9606	TARDBP	K562	eCLIP	2	3.814972	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000253699_9606	TARDBP	K562	eCLIP	2	4.475936	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000253861_9606	TARDBP	K562	eCLIP	2	4.098967	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000253925_9606	TARDBP	K562	eCLIP	1	4.87417	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000254066_9606	TARDBP	K562	eCLIP	2	5.081689	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000254108_9606	TARDBP	K562	eCLIP	1	5.207873	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000254235_9606	TARDBP	K562	eCLIP	1	4.220456	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000254480_9606	TARDBP	K562	eCLIP	2	4.280963	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000254508_9606	TARDBP	K562	eCLIP	7	6.251452	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	medium	ENCODE	ENCODE:rolling	2026-04-12
ENST00000254579_9606	TARDBP	K562	eCLIP	1	4.566223	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000254799_9606	TARDBP	K562	eCLIP	2	6.298168	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000254900_9606	TARDBP	K562	eCLIP	1	3.975936	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000254908_9606	TARDBP	K562	eCLIP	1	5.176062	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000255559_9606	TARDBP	K562	eCLIP	2	5.199413	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000255613_9606	TARDBP	K562	eCLIP	2	4.660308	-1	ENCFF593RED	ENCSR720BJU	ENCODE	ENCFF593RED.bed.gz	low	ENCODE	ENCODE:rolling	2026-04-12
