disease_id	molecule_id	relation_type	source	evidence_class	molecule_backbone_mapped	fetch_date
MONDO:0005961	DB09550	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0021201	DB09550	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005382	DB01133	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006921	DB00254	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005545	DB00954	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006004	DB01146	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0024343	DB14123	indication	DrugCentral	curated_indication	False	2026-06-29
MONDO:0002313	DB06794	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0008383	DB01050	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006115	DB00619	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0003781	DB00816	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006004	DB00427	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004981	DB00661	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005044	DB01023	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0043789	DB14539	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0024612	DB14509	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005148	DB08882	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0021201	DB00798	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0024343	DB11100	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:1030007	DB00678	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005068	DB00722	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0018479	DB00959	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005093	DB00959	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005683	DB02703	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005970	DB02703	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004773	DB00324	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0007186	DB13595	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0007186	DB09154	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005530	DB01433	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006669	DB15759	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0008383	DB00788	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0100471	DB00169	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005555	DB11181	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005265	DB00741	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006547	DB00663	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0003019	DB11098	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0021063	DB00544	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0019345	DB01165	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006014	DB00646	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0001405	DB09345	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0009412	DB01698	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005328	DB14539	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0021201	DB01172	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0008383	DB00328	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006669	DB01598	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005545	DB01137	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004822	DB06151	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006004	DB09488	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0011514	DB00770	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0007345	DB00770	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005834	DB00595	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0001126	DB00338	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005746	DB12710	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004944	DB01053	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004795	DB00994	indication	DrugCentral	curated_indication	False	2026-06-29
MONDO:0008170	DB01042	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0019136	DB00681	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0019633	DB00681	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0041284	DB00252	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0010030	DB00860	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004247	DB13595	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0043233	DB14545	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005298	DB11110	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0008159	DB11110	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0002203	DB11110	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005044	DB00657	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0019095	DB01017	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005148	DB00491	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004849	DB00901	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005178	DB01401	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005109	DB00220	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0009688	DB01400	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005280	DB01059	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005247	DB01332	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005642	DB01106	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0003781	DB00447	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006670	DB00479	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0009688	DB01122	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0010811	DB00346	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005027	DB01351	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005777	DB00681	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005468	DB00368	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0003781	DB00368	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0024472	DB00446	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005972	DB00766	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0015129	DB00959	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0015766	DB01017	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0002897	DB01053	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0001080	DB00319	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0043789	DB01380	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004795	DB01380	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0016239	DB00847	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005180	DB00190	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005377	DB00860	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0002447	DB00396	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0021201	DB00618	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005173	DB00586	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0001964	DB01165	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0020920	DB01112	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005324	DB00341	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0018824	DB00845	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006875	DB00742	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0011786	DB00768	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005901	DB01053	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005233	DB00642	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0009691	DB01380	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005649	DB01606	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0018479	DB00620	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0020108	DB00635	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0018473	DB00175	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0018229	DB00860	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0019013	DB01234	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0013600	DB00189	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005180	DB01235	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005297	DB02703	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0019013	DB00420	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0019610	DB01129	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004277	DB01165	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0001410	DB00957	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005249	DB01332	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005545	DB01112	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005545	DB00537	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006547	DB00588	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005920	DB00468	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006019	DB01053	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0001461	DB01188	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006669	DB01597	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0041656	DB00758	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005265	DB01380	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0018479	DB01380	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005480	DB00288	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0011786	DB11160	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006955	DB00860	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006554	DB00860	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0019004	DB00970	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0009691	DB01234	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0042233	DB01167	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004525	DB00281	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005044	DB00381	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005642	DB00852	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0008383	DB00939	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005133	DB01357	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0007681	DB00279	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0043233	DB00959	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0018479	DB00443	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0002471	DB00443	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005642	DB00835	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0002258	DB00954	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0010811	DB01126	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0021201	DB01017	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005469	DB00211	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0013600	DB13817	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0003019	DB13359	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0011122	DB00574	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005961	DB02703	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004277	DB02703	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005970	DB01059	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0000918	DB01331	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0021108	DB01332	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005709	DB00427	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0018944	DB00570	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006921	DB02703	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004577	DB00324	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004652	DB01155	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005178	DB00991	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0040998	DB01053	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005295	DB01166	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0008114	DB01242	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004857	DB01380	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0003085	DB00741	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0021201	DB01598	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0008383	DB00859	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005384	DB00252	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0018906	DB00635	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0001797	DB00618	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004855	DB01234	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005298	DB00399	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005538	DB09345	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0000461	DB00121	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006545	DB00443	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0007448	DB00420	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004802	DB00711	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005642	DB00366	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005642	DB01146	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0001461	DB00239	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005086	DB06287	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0001080	DB00671	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0008383	DB00795	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006624	DB01591	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0001080	DB00467	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005298	DB11348	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005249	DB01139	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005480	DB00620	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0011508	DB00620	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005265	DB00620	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0015253	DB00620	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0009421	DB13944	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005492	DB01114	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0001126	DB00505	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0011786	DB00588	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0008170	DB00488	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0003014	DB00318	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0041095	DB01380	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005538	DB01380	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0021187	DB01432	indication	DrugCentral	curated_indication	False	2026-06-29
MONDO:0020283	DB01380	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006052	DB00260	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006955	DB01234	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006052	DB00314	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005306	DB00328	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0041366	DB00415	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0003781	DB00681	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0001126	DB00517	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005109	DB01072	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0019801	DB01234	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005265	DB01234	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005642	DB13064	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0000088	DB00007	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005109	DB00709	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0000190	DB01158	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0009960	DB01222	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0011786	DB00201	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005642	DB01364	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004277	DB00467	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005915	DB00239	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005314	DB08868	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005027	DB00532	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004773	DB00253	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004525	DB00431	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005109	DB01601	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005301	DB00959	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004379	DB00563	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0007448	DB00748	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005642	DB00751	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005777	DB02703	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006956	DB02703	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005867	DB00218	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0041086	DB00321	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005888	DB00681	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0019359	DB00681	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0001860	DB00158	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004784	DB00588	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0009691	DB14539	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0001405	DB09321	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0001461	DB09321	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005114	DB01627	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005109	DB00701	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006604	DB00548	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006547	DB00741	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0002400	DB00741	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0015614	DB14545	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0043789	DB14545	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006684	DB14545	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0021680	DB09320	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006047	DB00305	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005068	DB00264	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005338	DB01214	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0001461	DB01091	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0041448	DB01101	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005642	DB00465	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006733	DB11060	indication	DrugCentral	curated_indication	False	2026-06-29
MONDO:0018881	DB00928	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0008159	DB00957	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005970	DB00274	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005249	DB00833	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005970	DB01327	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0020920	DB00438	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005945	DB01331	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005280	DB00567	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0017773	DB00227	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0008383	DB00945	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0008159	DB00630	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005324	DB00768	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005642	DB08936	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005920	DB00608	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005119	DB00537	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004652	DB00537	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005972	DB00415	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005642	DB00972	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005275	DB01291	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004822	DB01291	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005555	DB00979	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005961	DB00618	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005542	DB00264	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005044	DB00436	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0018906	DB00860	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0019558	DB01130	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005328	DB01234	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004773	DB01234	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0011786	DB00514	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005338	DB01144	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0043537	DB00320	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0021201	DB00493	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0021201	DB00438	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005044	DB00881	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005090	DB01224	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005989	DB01015	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004379	DB00997	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0040925	DB01053	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0043653	DB00299	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005280	DB01333	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005989	DB00359	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004674	DB00359	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0019360	DB09550	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0003781	DB01223	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004652	DB01606	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006014	DB00251	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0043233	DB00620	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005044	DB00214	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0002009	DB00656	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0001080	DB00415	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0025598	DB00207	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005265	DB00860	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005970	DB01147	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0015614	DB01380	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005148	DB00839	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006875	DB00905	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005093	DB00443	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005098	DB00178	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0017773	DB00641	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0008383	DB01399	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005306	DB01234	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0019558	DB01234	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0013600	DB00897	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0019095	DB01082	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0024612	DB00477	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005383	DB01068	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0019198	DB00620	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004967	DB00620	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0019122	DB00620	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006014	DB01007	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004264	DB00199	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0018088	DB01394	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005247	DB00618	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0019121	DB01157	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0041052	DB00996	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006554	DB00588	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004980	DB14539	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0041052	DB08872	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0001198	DB01234	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0001744	DB01144	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0021201	DB00485	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006547	DB00591	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004247	DB11181	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005052	DB00725	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004868	DB11181	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0012672	DB06777	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0001410	DB01395	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0004989	DB01248	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005233	DB01248	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006733	DB01839	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0019633	DB13092	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0007186	DB15825	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0008000	DB00316	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0005468	DB00668	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006823	DB13944	indication	DrugCentral	curated_indication	True	2026-06-29
MONDO:0006642	DB00842	indication	DrugCentral	curated_indication	True	2026-06-29
