rna_id	biosample_tissue	biosample_cell_type	expression_value	expression_unit	assay	sample_id	experiment_id	source_dataset	source_file	evidence_level	source	source_version	fetch_date
ENST00000959771_9606	blood	CD4-positive, alpha-beta T cell	4	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000959772_9606	blood	CD4-positive, alpha-beta T cell	4	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000959773_9606	blood	CD4-positive, alpha-beta T cell	4	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000304952_9606	blood	CD4-positive, alpha-beta T cell	41.333333	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	medium	ENCODE	ENCODE:rolling	2026-04-12
ENST00000428771_9606	blood	CD4-positive, alpha-beta T cell	41.333333	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	medium	ENCODE	ENCODE:rolling	2026-04-12
ENST00000481869_9606	blood	CD4-positive, alpha-beta T cell	41.333333	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	medium	ENCODE	ENCODE:rolling	2026-04-12
ENST00000484667_9606	blood	CD4-positive, alpha-beta T cell	41.333333	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	medium	ENCODE	ENCODE:rolling	2026-04-12
ENST00000854802_9606	blood	CD4-positive, alpha-beta T cell	41.333333	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	medium	ENCODE	ENCODE:rolling	2026-04-12
ENST00000624652_9606	blood	CD4-positive, alpha-beta T cell	186	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000624697_9606	blood	CD4-positive, alpha-beta T cell	186	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000649529_9606	blood	CD4-positive, alpha-beta T cell	186	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000944242_9606	blood	CD4-positive, alpha-beta T cell	186	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000379370_9606	blood	CD4-positive, alpha-beta T cell	100.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000461111_9606	blood	CD4-positive, alpha-beta T cell	100.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000466223_9606	blood	CD4-positive, alpha-beta T cell	100.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000469403_9606	blood	CD4-positive, alpha-beta T cell	100.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000478677_9606	blood	CD4-positive, alpha-beta T cell	100.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000479707_9606	blood	CD4-positive, alpha-beta T cell	100.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000492947_9606	blood	CD4-positive, alpha-beta T cell	100.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000620552_9606	blood	CD4-positive, alpha-beta T cell	100.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000651234_9606	blood	CD4-positive, alpha-beta T cell	100.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000652369_9606	blood	CD4-positive, alpha-beta T cell	100.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000453464_9606	blood	CD4-positive, alpha-beta T cell	7.333333	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000379319_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000379320_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000379325_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000379339_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000421241_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000427787_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000434641_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000442117_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000462097_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000464905_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000465822_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000467751_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000472741_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000473600_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000475119_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000477196_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000480643_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000482816_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000487177_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000871969_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000871970_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000871971_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000871972_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000871973_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000871974_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000871975_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000871976_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000871977_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000871978_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000871979_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000871980_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000871981_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000871982_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000871983_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000871984_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000934528_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000934529_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000934530_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000934531_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000934532_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000934533_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000934534_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000934535_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000934536_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000962840_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000962841_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000962842_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000962843_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000962844_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000962845_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000962846_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000962847_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000962848_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000962849_9606	blood	CD4-positive, alpha-beta T cell	260.666667	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	high	ENCODE	ENCODE:rolling	2026-04-12
ENST00000379288_9606	blood	CD4-positive, alpha-beta T cell	2	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000379289_9606	blood	CD4-positive, alpha-beta T cell	2	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000379290_9606	blood	CD4-positive, alpha-beta T cell	2	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	low	ENCODE	ENCODE:rolling	2026-04-12
ENST00000460998_9606	blood	CD4-positive, alpha-beta T cell	2	counts_mean	total RNA-seq	ENCFF937GQE	ENCSR140GZF	ENCODE	ENCFF937GQE.tsv	low	ENCODE	ENCODE:rolling	2026-04-12
