disease_id	hpo_id	source	evidence_class
MONDO:0978293	HP:0032794	HPO_annotations	curated_association
MONDO:0978293	HP:0011343	HPO_annotations	curated_association
MONDO:0978293	HP:0011342	HPO_annotations	curated_association
MONDO:0978293	HP:0011220	HPO_annotations	curated_association
MONDO:0978293	HP:0012032	HPO_annotations	curated_association
MONDO:0978293	HP:0000316	HPO_annotations	curated_association
MONDO:0978293	HP:0000711	HPO_annotations	curated_association
MONDO:0978293	HP:0025336	HPO_annotations	curated_association
MONDO:0978293	HP:0001488	HPO_annotations	curated_association
MONDO:0978293	HP:0005469	HPO_annotations	curated_association
MONDO:0978293	HP:0001265	HPO_annotations	curated_association
MONDO:0978293	HP:0002750	HPO_annotations	curated_association
MONDO:0978293	HP:0011968	HPO_annotations	curated_association
MONDO:0978293	HP:0002197	HPO_annotations	curated_association
MONDO:0978293	HP:0025335	HPO_annotations	curated_association
MONDO:0978293	HP:0001263	HPO_annotations	curated_association
MONDO:0978293	HP:0002591	HPO_annotations	curated_association
MONDO:0978293	HP:0100585	HPO_annotations	curated_association
MONDO:0978293	HP:0000729	HPO_annotations	curated_association
MONDO:0978293	HP:0000964	HPO_annotations	curated_association
MONDO:0978293	HP:0000565	HPO_annotations	curated_association
MONDO:0978293	HP:0005978	HPO_annotations	curated_association
MONDO:0978293	HP:0007359	HPO_annotations	curated_association
MONDO:0978293	HP:0008947	HPO_annotations	curated_association
MONDO:0978293	HP:0003376	HPO_annotations	curated_association
MONDO:0978293	HP:0000540	HPO_annotations	curated_association
MONDO:0978293	HP:5200057	HPO_annotations	curated_association
MONDO:0978293	HP:0000260	HPO_annotations	curated_association
MONDO:0978293	HP:0002280	HPO_annotations	curated_association
MONDO:0978293	HP:0001508	HPO_annotations	curated_association
MONDO:0978293	HP:0000256	HPO_annotations	curated_association
MONDO:0978293	HP:0001622	HPO_annotations	curated_association
MONDO:0978293	HP:0033715	HPO_annotations	curated_association
MONDO:0978293	HP:0003388	HPO_annotations	curated_association
MONDO:0978293	HP:0031936	HPO_annotations	curated_association
MONDO:0978293	HP:0002174	HPO_annotations	curated_association
MONDO:0978293	HP:0045025	HPO_annotations	curated_association
MONDO:0978293	HP:0011147	HPO_annotations	curated_association
MONDO:0978293	HP:0000826	HPO_annotations	curated_association
MONDO:0978293	HP:0001518	HPO_annotations	curated_association
MONDO:0978293	HP:0000307	HPO_annotations	curated_association
MONDO:0978293	HP:0002329	HPO_annotations	curated_association
MONDO:0978293	HP:0000268	HPO_annotations	curated_association
MONDO:0978293	HP:0000545	HPO_annotations	curated_association
MONDO:0978293	HP:0000666	HPO_annotations	curated_association
MONDO:0978293	HP:0000787	HPO_annotations	curated_association
MONDO:0008637	HP:0000193	HPO_annotations	inferred_mapping
MONDO:0008637	HP:0000006	HPO_annotations	inferred_mapping
MONDO:0014086	HP:0002650	HPO_annotations	curated_association
