hpo_id	term	synonyms	source	hierarchy_reference	fetch_date
HP:0001635	Congestive heart failure	CHF|Cardiac failure|Cardiac failures|Cardiac insufficiency|Chronic heart failure|Heart failure	HPO		2026-06-29
HP:0001636	Tetralogy of Fallot	Tetrology of fallot	HPO		2026-06-29
HP:0001637	Abnormal myocardium morphology	Abnormality of the myocardium	HPO		2026-06-29
HP:0001638	Cardiomyopathy	Disease of the heart muscle	HPO		2026-06-29
HP:0001639	Hypertrophic cardiomyopathy	Cardiomyopathy, hypertrophic|Enlarged and thickened heart muscle|HCM	HPO		2026-06-29
HP:0001640	Cardiomegaly	Enlarged heart|Increased heart size	HPO		2026-06-29
HP:0001641	Abnormal pulmonary valve morphology	Abnormality of the pulmonary valve|Anomaly of the pulmonary valve	HPO		2026-06-29
HP:0001642	Pulmonic stenosis	Narrowing of pulmonic valve|Pulmonary stenosis|Pulmonary valve stenosis|Pulmonic valve stenosis	HPO		2026-06-29
HP:0001643	Patent ductus arteriosus	Ductus arteriosus|PDA|Patent ductus Botalli|Persistent arterial duct|Persistent ductus arteriosus	HPO		2026-06-29
HP:0001644	Dilated cardiomyopathy	Cardiomyopathy, dilated|Congestive cardiomyopathy|DCM|Stretched and thinned heart muscle	HPO		2026-06-29
HP:0001645	Sudden cardiac death	Premature sudden cardiac death|Sudden cardiac death	HPO		2026-06-29
HP:0001646	Abnormal aortic valve morphology	Abnormality of the aortic valve	HPO		2026-06-29
HP:0001647	Bicuspid aortic valve	Aortic valve has two leaflets rather than three	HPO		2026-06-29
HP:0001648	Cor pulmonale		HPO		2026-06-29
HP:0001649	Tachycardia	Elevated heart rate|Fast heart rate|Heart racing|Increased heart rate|Racing heart|Rapid heart beat	HPO		2026-06-29
HP:0001650	Aortic valve stenosis	Aortic stenosis|Narrowing of aortic valve|Valvular aortic stenosis	HPO		2026-06-29
HP:0001651	Dextrocardia	Heart tip and four chambers point towards right side of body|Thoracic situs inversus	HPO		2026-06-29
HP:0001653	Mitral regurgitation	Mitral incompetence|Mitral insufficiency|Mitral regurgitation, mild|Mitral valve insufficiency|Mitral valve regurgitation	HPO		2026-06-29
HP:0001654	Abnormal heart valve morphology	Abnormality of the heart valves|Valvular abnormality|Valvular heart disease	HPO		2026-06-29
HP:0001655	Patent foramen ovale	PFO|Persistent foramen ovale	HPO		2026-06-29
HP:0001657	Prolonged QT interval	Long Q-T syndrome|Long QT syndrome|Prolong qt interval on ekg	HPO		2026-06-29
HP:0001658	Myocardial infarction	Heart attack|MI	HPO		2026-06-29
HP:0001659	Aortic regurgitation	Aortic insufficiency|Aortic valve regurgitation	HPO		2026-06-29
HP:0001660	Truncus arteriosus	Common arterial trunk|Persistent truncus arteriosus	HPO		2026-06-29
HP:0001662	Bradycardia	Brachycardia|Slow heartbeats	HPO		2026-06-29
HP:0001663	Ventricular fibrillation		HPO		2026-06-29
HP:0001664	Torsade de pointes	Torsades de pointes	HPO		2026-06-29
HP:0001667	Right ventricular hypertrophy	Heart right ventricle hypertrophy	HPO		2026-06-29
HP:0001669	Transposition of the great arteries	TGA|TGV|Transposition of great vessels	HPO		2026-06-29
HP:0001670	Asymmetric septal hypertrophy		HPO		2026-06-29
HP:0001671	Abnormal cardiac septum morphology	Abnormality of the cardiac septa|Heart septal defect|Septal defects	HPO		2026-06-29
HP:0001674	Complete atrioventricular canal defect	Common atrioventricular canal|Complete atrioventricular canal|Complete atrioventricular septal defect|Complete common AV canal	HPO		2026-06-29
HP:0001677	Coronary artery atherosclerosis	Coronary atherosclerosis|Coronary disease|Plaque build-up in arteries supplying blood to heart	HPO		2026-06-29
HP:0001678	Atrioventricular block	Atrioventricular nodal disease|Interruption of electrical communication between upper and lower chambers of heart	HPO		2026-06-29
HP:0001679	Abnormal aortic morphology	Abnormal aorta morphology|Abnormality of the aorta	HPO		2026-06-29
HP:0001680	Coarctation of aorta	Aortic coarctation|Coarctation of the aorta|Narrowing of aorta|Narrowing of the aorta	HPO		2026-06-29
HP:0001681	Angina pectoris		HPO		2026-06-29
HP:0001682	Subvalvular aortic stenosis	Narrowing of blood vessel below aortic heart valve|Subaortic stenosis	HPO		2026-06-29
HP:0001683	Ectopia cordis		HPO		2026-06-29
HP:0001684	Secundum atrial septal defect	Atrial septal defect, ostium secundum type|Ostium secundum atrial septal defect|Patent ostium secundum	HPO		2026-06-29
HP:0001685	Myocardial fibrosis		HPO		2026-06-29
HP:0001686	Loss of voice	Aphonia	HPO		2026-06-29
HP:0001688	Sinus bradycardia		HPO		2026-06-29
HP:0001691	Muscular subvalvular aortic stenosis	Muscular subaortic stenosis	HPO		2026-06-29
HP:0001692	Atrial arrhythmia	Primary atrial arrhythmia	HPO		2026-06-29
HP:0001693	Cardiac shunt		HPO		2026-06-29
HP:0001694	Right-to-left shunt		HPO		2026-06-29
HP:0001695	Cardiac arrest	Heart stops beating	HPO		2026-06-29
HP:0001696	Situs inversus totalis	All organs on wrong side of body|Situs inversus|situs oppositus|situs transversus	HPO		2026-06-29
HP:0001697	Abnormal pericardium morphology	Abnormality of the pericardium	HPO		2026-06-29
HP:0001698	Pericardial effusion	Fluid around heart|Pericardial effusions	HPO		2026-06-29
HP:0001699	Sudden death		HPO		2026-06-29
HP:0001700	Myocardial necrosis		HPO		2026-06-29
HP:0001701	Pericarditis	Swelling or irritation of membrane around heart	HPO		2026-06-29
HP:0001702	Abnormal tricuspid valve morphology	Abnormality of the tricuspid valve	HPO		2026-06-29
HP:0001704	Tricuspid valve prolapse		HPO		2026-06-29
HP:0001705	Right ventricular outlet tract obstruction	Right ventricular outlet obstruction	HPO		2026-06-29
HP:0001706	Endocardial fibroelastosis		HPO		2026-06-29
HP:0001707	Abnormal right ventricle morphology	Abnormality of the right ventricle|Right ventricular abnormality	HPO		2026-06-29
HP:0001708	Right ventricular failure	Impaired right ventricular function|Right ventricular impairment|Right-sided heart failure	HPO		2026-06-29
HP:0001709	Third degree atrioventricular block	Complete heart block|Third-degree heart block	HPO		2026-06-29
HP:0001710	Conotruncal defect	Conotruncal heart defects	HPO		2026-06-29
HP:0001711	Abnormal left ventricle morphology	Abnormal heart left ventricle morphology|Abnormality of the left ventricle|Left ventricular abnormality	HPO		2026-06-29
HP:0001712	Left ventricular hypertrophy	Heart left ventricle hypertrophy|Left ventricular wall hypertrophy	HPO		2026-06-29
HP:0001713	Abnormal cardiac ventricle morphology	Abnormality of cardiac ventricle	HPO		2026-06-29
HP:0001714	Ventricular hypertrophy		HPO		2026-06-29
HP:0001716	Wolff-Parkinson-White syndrome		HPO		2026-06-29
HP:0001717	Coronary artery calcification		HPO		2026-06-29
HP:0001718	Mitral stenosis	Mitral valve stenosis	HPO		2026-06-29
HP:0001719	Double outlet right ventricle	DORV|Double-outlet right ventricle	HPO		2026-06-29
HP:0001722	High-output congestive heart failure		HPO		2026-06-29
HP:0001723	Restrictive cardiomyopathy		HPO		2026-06-29
HP:0001727	Thromboembolic stroke		HPO		2026-06-29
HP:0001730	Progressive hearing impairment	Progressive hearing loss	HPO		2026-06-29
HP:0001732	Abnormality of the pancreas	Abnormality of the pancreas|Pancreatic disease	HPO		2026-06-29
HP:0001733	Pancreatitis	Pancreatic inflammation	HPO		2026-06-29
HP:0001734	Annular pancreas		HPO		2026-06-29
HP:0001735	Acute pancreatitis	Acute pancreatic inflammation|Pancreatitis, acute	HPO		2026-06-29
HP:0001737	Pancreatic cysts	Multiple pancreatic cysts|Pancreatic cyst|Pancreatic cysts	HPO		2026-06-29
HP:0001738	Exocrine pancreatic insufficiency	Inability to properly digest food due to lack of pancreatic digestive enzymes|Pancreatic insufficiency	HPO		2026-06-29
HP:0001739	Abnormal nasopharynx morphology	Abnormality of the nasopharynx	HPO		2026-06-29
HP:0001741	Phimosis		HPO		2026-06-29
HP:0001742	Nasal congestion	Blockage of nose|Nasal blockage|Nasal obstruction|Obstruction of nose|Stuffy nose	HPO		2026-06-29
HP:0001743	Abnormality of the spleen	Abnormality of the spleen	HPO		2026-06-29
HP:0001744	Splenomegaly	Increased spleen size|Large spleen	HPO		2026-06-29
HP:0001746	Asplenia	Absent spleen	HPO		2026-06-29
HP:0001747	Accessory spleen		HPO		2026-06-29
HP:0001748	Polysplenia	Accessory spleens|Multiple accessory spleens|Multiple small spleens	HPO		2026-06-29
HP:0001750	Single ventricle	Common ventricle	HPO		2026-06-29
HP:0001751	Abnormal vestibular function	Impaired vestibular function|Interictal vestibular dysfunction|Vestibular function defect	HPO		2026-06-29
HP:0001756	Vestibular hyporeflexia	Vestibular deficiency|Vestibular dysfunction|Vestibular failure|Vestibular hypofunction|Vestibular hyporeflexia|Vestibular loss|Vestibulopathy	HPO		2026-06-29
HP:0001757	High-frequency sensorineural hearing impairment	High frequency sensorineural hearing impairment|High-tone sensorineural deafness|High-tone sensorineural hearing impairment	HPO		2026-06-29
HP:0001760	Abnormal foot morphology	Abnormal feet structure|Abnormality of the feet|Abnormality of the foot|Foot deformities|Foot deformity	HPO		2026-06-29
HP:0001761	Pes cavus	Cavus foot|High-arched foot	HPO		2026-06-29
HP:0001762	Talipes equinovarus	Club feet|Club foot|Clubbing of feet|Clubfeet|Clubfoot|Equinovarus|Foot, talipes equinovarus|Pes equinovarus|Pes equinus	HPO		2026-06-29
HP:0001763	Pes planus	Dropped arches|Fallen arches|Flat feet|Flat foot	HPO		2026-06-29
HP:0001765	Hammertoe	Hammer toe|Hammertoe|Hammertoes	HPO		2026-06-29
HP:0001769	Broad foot	Broad feet|Broad foot|Wide foot	HPO		2026-06-29
HP:0001770	Toe syndactyly	Foot syndactyly|Fused toes|Syndactyly of feet|Syndactyly of toes|Webbed toes	HPO		2026-06-29
HP:0001771	Achilles tendon contracture	Achilles tendon contractures|Contractures of the Achilles tendon|Shortening of the achilles tendon|Tight achilles tendon	HPO		2026-06-29
HP:0001772	Talipes equinovalgus	Equinovalgus deformity	HPO		2026-06-29
HP:0001773	Short foot	Hypoplastic feet|Short feet|Short foot|Small feet	HPO		2026-06-29
HP:0001775	Tarsal osteovalgus		HPO		2026-06-29
HP:0001776	Bilateral talipes equinovarus	Bilateral clubfeet|Bilateral clubfoot|Club foot on both sides	HPO		2026-06-29
HP:0001780	Abnormal toe morphology	Abnormalities of the toes|Abnormality of toe	HPO		2026-06-29
HP:0001782	Bulbous tips of toes		HPO		2026-06-29
HP:0001783	Broad metatarsal	Broad metatarsals|Wide long bone of foot|Widened metatarsal shaft	HPO		2026-06-29
HP:0001785	Ankle swelling	Ankle swelling	HPO		2026-06-29
HP:0001786	Narrow foot	Narrow foot|Slender feet	HPO		2026-06-29
HP:0001787	Abnormal delivery	Abnormal delivery|Delivery complication	HPO		2026-06-29
HP:0001788	Premature rupture of membranes		HPO		2026-06-29
HP:0001789	Hydrops fetalis		HPO		2026-06-29
HP:0001790	Nonimmune hydrops fetalis	Hydrops fetalis, non-immune|Hydrops fetalis, nonimmune|Non-immune fetal hydrops|Non-immune foetal hydrops|Nonimmune hydrops	HPO		2026-06-29
HP:0001791	Fetal ascites	Foetal ascites	HPO		2026-06-29
HP:0001792	Small nail	Hypoplastic nail|Hypoplastic nails|Nail hypoplasia|Small nail|Small nails	HPO		2026-06-29
HP:0001795	Hyperconvex nail	Increased nail curvature|Nail overcurvature	HPO		2026-06-29
HP:0001798	Anonychia	Absent nails|Aplastic nails	HPO		2026-06-29
HP:0001799	Short nail	Short nail|Short nails	HPO		2026-06-29
HP:0001800	Hypoplastic toenails	Underdeveloped toenails	HPO		2026-06-29
HP:0001802	Absent toenail	Absent toenail|Absent toenails|Absent toenails (anonychia)|Anonychia of toenails	HPO		2026-06-29
HP:0001803	Nail pits	Nail pits|Nail pitting|Pitted nails	HPO		2026-06-29
HP:0001804	Hypoplastic fingernail	Small fingernail|Underdeveloped fingernail	HPO		2026-06-29
HP:0001805	Onychogryphosis	Dystrophic thickened nails|Onychogryposis|Thick nail|Thickened nails	HPO		2026-06-29
HP:0001806	Onycholysis	Detachment of nail|Oncholysis	HPO		2026-06-29
HP:0001807	Ridged nail	Grooved nails|Longitudinal ridging|Nail ridging|Ridged nails	HPO		2026-06-29
HP:0001808	Fragile nails	Brittle nails	HPO		2026-06-29
HP:0001809	Split nail	Longitudinal splitting of nail	HPO		2026-06-29
HP:0001810	Dystrophic toenail	Dystrophic toenail changes|Dystrophic toenails|Poor toenail formation	HPO		2026-06-29
HP:0001812	Hyperconvex fingernails	Tubular fingernails	HPO		2026-06-29
HP:0001814	Deep-set nails	Deep-set nails	HPO		2026-06-29
HP:0001816	Thin nail	Thin nail|Thin nails	HPO		2026-06-29
HP:0001817	Absent fingernail	Absent fingernail|Anonychia of fingernails|Aplasia of the fingernail	HPO		2026-06-29
HP:0001818	Paronychia		HPO		2026-06-29
HP:0001820	Leukonychia	White discoloration of nails	HPO		2026-06-29
HP:0001821	Broad nail	Broad fingernails|Broad nail|Wide fingernails	HPO		2026-06-29
HP:0001822	Hallux valgus	Bunion|Lateral deviation of great toe|Lateral deviation of halluces	HPO		2026-06-29
HP:0001824	Weight loss	Loss of weight	HPO		2026-06-29
HP:0001827	Genital tract atresia		HPO		2026-06-29
HP:0001829	Foot polydactyly	Duplication of bones of the toes|Polydactyly of feet|Polydactyly of the foot	HPO		2026-06-29
HP:0001830	Postaxial foot polydactyly	Extra toe attached near the little toe|Fibular polydactyly|Polydactyly affecting the 5th toe|Postaxial polydactyly of feet|Postaxial polydactyly of foot|Posterior polydactyly of foot	HPO		2026-06-29
HP:0001831	Short toe	Brachydactyly of the foot|Hypoplasia of the toe|Hypoplastic toes|Short foot phalanges|Short toe|Short toes|Stubby toes	HPO		2026-06-29
HP:0001832	Abnormal metatarsal morphology	Abnormality of the long bone of foot	HPO		2026-06-29
HP:0001833	Long foot	Disproportionately large feet|Long foot|large feet|long feet	HPO		2026-06-29
HP:0001836	Camptodactyly of toe	Camptodactyly of feet	HPO		2026-06-29
HP:0001837	Broad toe	Broad toe|Wide toe	HPO		2026-06-29
HP:0001838	Rocker bottom foot	Congenital vertical talus|Rocker bottom feet|Rocker bottom foot|Rocker-bottom feet|Rockerbottom feet	HPO		2026-06-29
HP:0001839	Split foot	Foot ectrodactyly|Lobster-claw foot deformity|Split foot|Split-foot	HPO		2026-06-29
HP:0001840	Metatarsus adductus	Forefoot varus|Front half of foot turns inward|Intoe|Metatarsus adductovarsus|Metatarsus varus|Sickle foot|Sickled feet	HPO		2026-06-29
HP:0001841	Preaxial foot polydactyly	Partial/complete duplication of the phalanges of the big toe|Polydactyly affecting the hallux|Preaxial hallucal polydactyly|Preaxial polydactyly of feet|Preaxial polydactyly of foot|Preaxial polydactyly of the feet|Preaxial polydactyly, feet	HPO		2026-06-29
HP:0001842	Foot acroosteolysis	Acroosteolysis of feet	HPO		2026-06-29
HP:0001844	Abnormal hallux morphology	Abnormalities of the hallux|Abnormality of the big toe|Abnormality of the hallux	HPO		2026-06-29
HP:0001845	Overlapping toe	Crossover toe|Overlapping toe|Overlapping toes|Overriding toes	HPO		2026-06-29
HP:0001847	Long hallux	Increased length of the hallux|Large halluces|Long big toe|Long halluces	HPO		2026-06-29
HP:0001848	Calcaneovalgus deformity	Calcaneovalgus|Calcaneovalgus Foot|Valgus position of the calcaneus	HPO		2026-06-29
HP:0001849	Foot oligodactyly	Missing toes|Oligodactyly of feet	HPO		2026-06-29
HP:0001850	Abnormality of the tarsal bones	Abnormal ankle bones|Abnormal tarsals	HPO		2026-06-29
HP:0001852	Sandal gap	Gap between 1st and 2nd toes|Gap between first and second toe|Increased space between first and second toes|Sandal gap between first and second toes|Space between great toe and second toe|Wide space between 1st, 2nd toes|Wide space between first and second toes|Wide-spaced big toe|Widely spaced 1st-2nd toes|Widely spaced first and second toes|Widened gap 1st-2nd toes|Widened gap first and second toe	HPO		2026-06-29
HP:0001853	Bifid distal phalanx of toe	Bifid distal phalanges of toes|Bifid terminal phalanx of toe|Notched outermost bones of toes	HPO		2026-06-29
HP:0001854	Podagra	Gout of big toe	HPO		2026-06-29
HP:0001857	Short distal phalanx of toe	Hypoplastic distal phalanges of feet|Short outermost bone of toe	HPO		2026-06-29
HP:0001859	Distal toe symphalangism		HPO		2026-06-29
HP:0001863	Toe clinodactyly	Clinodactyly of feet	HPO		2026-06-29
HP:0001864	Clinodactyly of the 5th toe		HPO		2026-06-29
HP:0001868	Autoamputation of foot		HPO		2026-06-29
HP:0001869	Deep plantar creases	Deep wrinkles in soles of feet	HPO		2026-06-29
HP:0001870	Acroosteolysis of distal phalanges (feet)	Acroosteolysis of distal phalanges of feet	HPO		2026-06-29
HP:0001871	Abnormality of blood and blood-forming tissues	Abnormality of blood and blood-forming tissues|Abnormality of the haematopoietic system|Abnormality of the hematopoietic system|Haematological abnormality|Hematologic disease|Hematological abnormality	HPO		2026-06-29
HP:0001872	Abnormality of thrombocytes	Blood platelet disease|Platelet abnormalities|Thrombasthenia	HPO		2026-06-29
HP:0001873	Thrombocytopenia	Low platelet count	HPO		2026-06-29
HP:0001874	Abnormality of neutrophils	Abnormality of neutrophil|Abnormality of neutrophils|Abnormality of polymorphonuclear neutrophils	HPO		2026-06-29
HP:0001875	Decreased total neutrophil count	Low blood neutrophil count|Low neutrophil count|Neutropenia|Neutropoenia|Peripheral neutropenia	HPO		2026-06-29
HP:0001876	Pancytopenia	Low blood cell count|Pancytopaenia	HPO		2026-06-29
HP:0001877	Abnormal erythrocyte morphology	Abnormality of erythrocytes|Abnormality of erythroid lineage cell|Abnormality of red blood cells	HPO		2026-06-29
HP:0001878	Hemolytic anemia	Haemolytic anaemia|Haemolytic anemia|Hemolytic anaemia|Increased hemolysis	HPO		2026-06-29
HP:0001879	Abnormal eosinophil morphology	Abnormality of eosinophils	HPO		2026-06-29
HP:0001880	Increased total eosinophil count	Eosinophilia|High blood eosinophil count|Increased eosinophil count	HPO		2026-06-29
HP:0001881	Abnormal leukocyte morphology	Abnormality of leukocytes	HPO		2026-06-29
HP:0001882	Decreased total leukocyte count	Decreased blood leukocyte number|Leukopenia|Low white blood cell count	HPO		2026-06-29
HP:0001883	Talipes	Talipes foot deformities	HPO		2026-06-29
HP:0001884	Talipes calcaneovalgus	Pes calcaneovarus	HPO		2026-06-29
HP:0001885	Short 2nd toe	Short second toe	HPO		2026-06-29
HP:0001886	Foot osteomyelitis	Foot bone infection	HPO		2026-06-29
HP:0001888	Decreased total lymphocyte count	Absolute lymphocyte count decrease|Decreased blood lymphocyte number|Low lymphocyte number|Lymphocytopenia|Lymphopenia	HPO		2026-06-29
HP:0001889	Megaloblastic anemia	Megaloblastic anaemia	HPO		2026-06-29
HP:0001890	Autoimmune hemolytic anemia	Autoimmune haemolytic anaemia|Autoimmune haemolytic anemia|Autoimmune hemolytic anaemia|Hemolytic anemia, autoimmune	HPO		2026-06-29
HP:0001891	Iron deficiency anemia	Ferropenic|Iron deficiency anaemia|Iron-deficiency anaemia|Iron-deficiency anemia	HPO		2026-06-29
HP:0001892	Abnormal bleeding	Bleeding diathesis|Bleeding tendency|Hemorrhagic diathesis	HPO		2026-06-29
HP:0001894	Thrombocytosis	Increased number of platelets in blood|Increased platelet count|Thrombocythaemia|Thrombocythemia	HPO		2026-06-29
HP:0001895	Normochromic anemia	Normochromic anaemia	HPO		2026-06-29
HP:0001896	Reticulocytopenia		HPO		2026-06-29
HP:0001897	Normocytic anemia	Normocytic anaemia	HPO		2026-06-29
HP:0001898	Increased red blood cell mass	Increased RBC mass	HPO		2026-06-29
HP:0001899	Increased hematocrit	Increased Hct	HPO		2026-06-29
HP:0001900	Increased circulating hemoglobin concentration	Increased Hb|Increased Hb concentration|Increased haemoglobin|Increased haemoglobin concentration|Increased hemoglobin|Increased hemoglobin concentration	HPO		2026-06-29
HP:0001901	Polycythemia	Abnormally shaped erythrocytes|Erythrocytosis|Increased red blood cells|Polyglobulia	HPO		2026-06-29
HP:0001902	Giant platelets		HPO		2026-06-29
HP:0001903	Anemia	Anaemia|Decreased haemoglobin|Decreased hemoglobin|Low number of red blood cells or haemoglobin|Low number of red blood cells or hemoglobin	HPO		2026-06-29
HP:0001904	Autoimmune neutropenia	Neutropenia in presence of anti-neutropil antibodies	HPO		2026-06-29
HP:0001905	Congenital thrombocytopenia	thrombocytopenia, congenital	HPO		2026-06-29
HP:0001907	Thromboembolism	Blood clot in blood vessel|Embolism and thrombosis|Thromboembolic disease|Thromboembolic events	HPO		2026-06-29
HP:0001908	Hypoplastic anemia	Hypoplastic anaemia	HPO		2026-06-29
HP:0001909	Leukemia	Leukaemia	HPO		2026-06-29
HP:0001911	Abnormal granulocyte morphology	Abnormality of granulocytes	HPO		2026-06-29
HP:0001912	Abnormal basophil morphology	Abnormality of basophils	HPO		2026-06-29
HP:0001913	Decreased total granulocyte count	Granulocytopenia	HPO		2026-06-29
HP:0001915	Aplastic anemia	Aplastic anaemia	HPO		2026-06-29
HP:0001917	Renal amyloidosis		HPO		2026-06-29
HP:0001919	Acute kidney injury	AKI|Acute kidney failure|Acute renal failure	HPO		2026-06-29
HP:0001920	Renal artery stenosis	Narrowing of kidney artery	HPO		2026-06-29
HP:0001922	Vacuolated lymphocytes	Enlarged lysosomal vacuoles in lymphocytes|Vacuolated blood lymphocytes	HPO		2026-06-29
HP:0001923	Reticulocytosis	Increased immature red blood cells|Increased number of immature red blood cells|Increased reticulocyte count|Increased reticulocytes	HPO		2026-06-29
HP:0001924	Sideroblastic anemia	Hypersideremic anaemia|Hypersideremic anemia|Sideroblastic anaemia	HPO		2026-06-29
HP:0001927	Acanthocytosis	Acanthocytes|Red cell acanthocytosis	HPO		2026-06-29
HP:0001928	Abnormality of coagulation	Abnormal blood coagulation studies|Blood coagulation disorder|Coagulation abnormalities|Coagulation abnormality|Haemorrhagic disorders	HPO		2026-06-29
HP:0001929	Reduced factor XI activity	Factor XI deficiency|Low factor XI activity	HPO		2026-06-29
HP:0001930	Nonspherocytic hemolytic anemia	Nonspherocytic hemolytic anaemia	HPO		2026-06-29
HP:0001931	Hypochromic anemia	Hypochromic anemia	HPO		2026-06-29
HP:0001933	Subcutaneous hemorrhage	Bleeding below the skin|Subcutaneous haemorrhage	HPO		2026-06-29
HP:0001934	Persistent bleeding after trauma	Excessive bleeding after minor trauma|Frequent bleeding with trauma|Prolonged bleeding after minor trauma	HPO		2026-06-29
HP:0001935	Microcytic anemia	Microcytic anaemia	HPO		2026-06-29
HP:0001937	Microangiopathic hemolytic anemia	Microangiopathic hemolytic anaemia	HPO		2026-06-29
HP:0001939	Abnormality of metabolism/homeostasis	Laboratory abnormality|Metabolism abnormality	HPO		2026-06-29
HP:0001941	Acidosis		HPO		2026-06-29
HP:0001942	Metabolic acidosis		HPO		2026-06-29
HP:0001943	Hypoglycemia	Hypoglycaemia|Low blood sugar	HPO		2026-06-29
HP:0001944	Dehydration	Dehydration|Exsiccosis	HPO		2026-06-29
HP:0001945	Fever	Fever|Hyperthermia|Pyrexia	HPO		2026-06-29
HP:0001946	Ketosis	High levels of ketone bodies|Hyperketosis	HPO		2026-06-29
HP:0001947	Renal tubular acidosis	Accumulation of acid in body due to kidney problem	HPO		2026-06-29
HP:0001948	Alkalosis		HPO		2026-06-29
HP:0001949	Hypokalemic alkalosis		HPO		2026-06-29
HP:0001950	Respiratory alkalosis		HPO		2026-06-29
HP:0001951	Episodic ammonia intoxication		HPO		2026-06-29
HP:0001952	Glucose intolerance	Glucose intolerance	HPO		2026-06-29
HP:0001953	Diabetic ketoacidosis	Diabetic ketosis	HPO		2026-06-29
HP:0001954	Recurrent fever	Episodic fever|Hyperthermia, episodic|Increased body temperature, episodic|Intermittent fever	HPO		2026-06-29
HP:0001955	Unexplained fevers	Unexplained fevers	HPO		2026-06-29
HP:0001956	Truncal obesity	Centripetal obesity|Truncal obesity	HPO		2026-06-29
HP:0001958	Nonketotic hypoglycemia		HPO		2026-06-29
HP:0001959	Polydipsia	Extreme thirst	HPO		2026-06-29
HP:0001960	Hypokalemic metabolic alkalosis		HPO		2026-06-29
HP:0001961	Hypoplastic ventricle	Underdeveloped cardiac ventricle	HPO		2026-06-29
HP:0001962	Palpitations	Heart palpitations|Missed heart beat|Palpitations|Skipped heart beat	HPO		2026-06-29
HP:0001963	Abnormal speech discrimination	Abnormal speech discrimination|Poor speech discrimination	HPO		2026-06-29
HP:0001964	Aplasia/Hypoplasia of metatarsal bones	Absent or hypoplastic metatarsal|Absent/hypoplastic metacarpals|Absent/hypoplastic metatarsals|Absent/small long bone of foot|Absent/underdeveloped long bone of foot|Aplastic/hypoplastic metatarsals	HPO		2026-06-29
HP:0001965	Abnormal scalp morphology	Abnormality of the scalp|Anomaly of scalp	HPO		2026-06-29
HP:0001966	Abnormal glomerular mesangium morphology	Abnormality glomerular mesangium morphology|Abnormality of the glomerular mesangium|Mesangial abnormality	HPO		2026-06-29
HP:0001967	Diffuse mesangial sclerosis	Diffuse mesangial sclerosis glomerulopathy|Mesangial sclerosis	HPO		2026-06-29
HP:0001969	Abnormal tubulointerstitial morphology	Tubulointerstitial abnormality|Tubulointerstitial nephropathy	HPO		2026-06-29
HP:0001970	Tubulointerstitial nephritis	Interstitial nephritis|Nephritis, Tubulointerstitial	HPO		2026-06-29
HP:0001971	Hypersplenism		HPO		2026-06-29
HP:0001972	Macrocytic anemia	Macrocytic anaemia	HPO		2026-06-29
HP:0001973	Autoimmune thrombocytopenia	Idiopathic thrombocytopenia|Idiopathic thrombocytopenic purpura|Immune thrombocytopenia	HPO		2026-06-29
HP:0001974	Increased total leukocyte count	Elevated white blood count|High white blood count|Increased blood leukocyte number|Leukocytosis	HPO		2026-06-29
HP:0001975	Decreased platelet glycoprotein IIb-IIIa	Glanzmann thrombasthenia|Reduced level of platelet glycoprotein IIb/IIIa complex	HPO		2026-06-29
HP:0001976	Reduced antithrombin III activity	Anti-thrombin III deficiency|Antithrombin III deficiency|Decreased antithrombin III	HPO		2026-06-29
HP:0001977	Abnormal thrombosis	Abnormal blood clot|Abnormal blood clotting	HPO		2026-06-29
HP:0001978	Extramedullary hematopoiesis	Extramedullary erythropoiesis	HPO		2026-06-29
HP:0001980	Megaloblastic bone marrow		HPO		2026-06-29
HP:0001981	Schistocytosis	Schistocytes	HPO		2026-06-29
HP:0001982	Sea-blue histiocytosis	Sea-blue histiocyte	HPO		2026-06-29
HP:0001983	Reduced lymphocyte surface expression of CD43	Cd43 defectively expressed on surface of blood cells|Reduced lymphocyte surface expression of sialophorin	HPO		2026-06-29
HP:0001984	Intolerance to protein		HPO		2026-06-29
HP:0001985	Hypoketotic hypoglycemia	Hypoglycemia, hypoketotic	HPO		2026-06-29
HP:0001986	Hypertonic dehydration	Hyperosmolar dehydration	HPO		2026-06-29
HP:0001987	Hyperammonemia	High blood ammonia levels	HPO		2026-06-29
HP:0001988	Recurrent hypoglycemia	Hypoglycemic episodes|Recurrent hypoglycaemia|Recurrent hypoglycemic episodes|Recurrent low blood sugar levels|hypoglycaemia, recurrent|hypoglycemia, recurrent	HPO		2026-06-29
HP:0001989	Fetal akinesia sequence	Early severe fetal akinesia sequence|Early severe foetal akinesia sequence|Fetal akinesia|Foetal akinesia|Foetal akinesia sequence	HPO		2026-06-29
HP:0001991	Aplasia/Hypoplasia of toe	Absent/hypoplastic toes|Absent/small toe|Absent/underdeveloped toe|Aplastic/hypoplastic toe phalanges	HPO		2026-06-29
HP:0001992	Organic aciduria		HPO		2026-06-29
HP:0001993	Ketoacidosis		HPO		2026-06-29
HP:0001994	Renal Fanconi syndrome	De toni-fanconi-debre syndrome|Renal tubular fanconi syndrome	HPO		2026-06-29
HP:0001995	Hyperchloremic acidosis		HPO		2026-06-29
HP:0001996	Chronic metabolic acidosis		HPO		2026-06-29
HP:0001997	Gout	Gouty arthritis	HPO		2026-06-29
